,Order_ID,Date,Store_ID,Qty,Product_ID
150,333,2013-01-01,19,0.0,3
151,335,2013-01-01,19,0.0,5
152,337,2013-01-01,19,0.0,7
153,338,2013-01-01,19,0.0,8
154,340,2013-01-01,19,0.0,10
155,341,2013-01-01,19,0.0,11
156,342,2013-01-01,19,0.0,12
157,345,2013-01-01,19,0.0,15
158,346,2013-01-01,19,0.0,16
159,350,2013-01-01,19,0.0,20
160,352,2013-01-01,19,0.0,22
161,354,2013-01-01,19,0.0,24
162,357,2013-01-01,19,0.0,27
163,359,2013-01-01,19,0.0,29
164,362,2013-01-01,19,0.0,32
165,366,2013-01-01,2,0.0,3
166,368,2013-01-01,2,0.0,5
167,370,2013-01-01,2,0.0,7
168,371,2013-01-01,2,0.0,8
169,373,2013-01-01,2,0.0,10
170,374,2013-01-01,2,0.0,11
171,375,2013-01-01,2,0.0,12
172,378,2013-01-01,2,0.0,15
173,379,2013-01-01,2,0.0,16
174,383,2013-01-01,2,0.0,20
175,385,2013-01-01,2,0.0,22
176,387,2013-01-01,2,0.0,24
177,390,2013-01-01,2,0.0,27
178,392,2013-01-01,2,0.0,29
179,395,2013-01-01,2,0.0,32
180,399,2013-01-01,20,0.0,3
181,401,2013-01-01,20,0.0,5
182,403,2013-01-01,20,0.0,7
183,404,2013-01-01,20,0.0,8
184,406,2013-01-01,20,0.0,10
185,407,2013-01-01,20,0.0,11
186,408,2013-01-01,20,0.0,12
187,411,2013-01-01,20,0.0,15
188,412,2013-01-01,20,0.0,16
189,416,2013-01-01,20,0.0,20
190,418,2013-01-01,20,0.0,22
191,420,2013-01-01,20,0.0,24
192,423,2013-01-01,20,0.0,27
193,425,2013-01-01,20,0.0,29
194,428,2013-01-01,20,0.0,32
195,432,2013-01-01,21,0.0,3
196,434,2013-01-01,21,0.0,5
197,436,2013-01-01,21,0.0,7
198,437,2013-01-01,21,0.0,8
199,439,2013-01-01,21,0.0,10
200,440,2013-01-01,21,0.0,11
201,441,2013-01-01,21,0.0,12
202,444,2013-01-01,21,0.0,15
203,445,2013-01-01,21,0.0,16
204,449,2013-01-01,21,0.0,20
205,451,2013-01-01,21,0.0,22
206,453,2013-01-01,21,0.0,24
207,456,2013-01-01,21,0.0,27
208,458,2013-01-01,21,0.0,29
209,461,2013-01-01,21,0.0,32
210,465,2013-01-01,22,0.0,3
211,467,2013-01-01,22,0.0,5
212,469,2013-01-01,22,0.0,7
213,470,2013-01-01,22,0.0,8
214,472,2013-01-01,22,0.0,10
215,473,2013-01-01,22,0.0,11
216,474,2013-01-01,22,0.0,12
217,477,2013-01-01,22,0.0,15
218,478,2013-01-01,22,0.0,16
219,482,2013-01-01,22,0.0,20
220,484,2013-01-01,22,0.0,22
221,486,2013-01-01,22,0.0,24
222,489,2013-01-01,22,0.0,27
223,491,2013-01-01,22,0.0,29
224,494,2013-01-01,22,0.0,32
225,498,2013-01-01,23,0.0,3
226,500,2013-01-01,23,0.0,5
227,502,2013-01-01,23,0.0,7
228,503,2013-01-01,23,0.0,8
229,505,2013-01-01,23,0.0,10
230,506,2013-01-01,23,0.0,11
231,507,2013-01-01,23,0.0,12
232,510,2013-01-01,23,0.0,15
233,511,2013-01-01,23,0.0,16
234,515,2013-01-01,23,0.0,20
235,517,2013-01-01,23,0.0,22
236,519,2013-01-01,23,0.0,24
237,522,2013-01-01,23,0.0,27
238,524,2013-01-01,23,0.0,29
239,527,2013-01-01,23,0.0,32
240,531,2013-01-01,24,0.0,3
241,533,2013-01-01,24,0.0,5
242,535,2013-01-01,24,0.0,7
243,536,2013-01-01,24,0.0,8
244,538,2013-01-01,24,0.0,10
245,539,2013-01-01,24,0.0,11
246,540,2013-01-01,24,0.0,12
247,543,2013-01-01,24,0.0,15
248,544,2013-01-01,24,0.0,16
249,548,2013-01-01,24,0.0,20
250,550,2013-01-01,24,0.0,22
251,552,2013-01-01,24,0.0,24
252,555,2013-01-01,24,0.0,27
253,557,2013-01-01,24,0.0,29
254,560,2013-01-01,24,0.0,32
255,564,2013-01-01,25,810.0,3
256,566,2013-01-01,25,180.589,5
257,568,2013-01-01,25,186.0,7
258,569,2013-01-01,25,143.0,8
259,571,2013-01-01,25,46.0,10
260,572,2013-01-01,25,29.654999,11
261,573,2013-01-01,25,700.0,12
262,576,2013-01-01,25,0.0,15
263,577,2013-01-01,25,0.0,16
264,581,2013-01-01,25,2.0,20
265,583,2013-01-01,25,105.0,22
266,585,2013-01-01,25,110.801,24
267,588,2013-01-01,25,0.0,27
268,590,2013-01-01,25,37.847,29
269,593,2013-01-01,25,0.0,32
270,597,2013-01-01,26,0.0,3
271,599,2013-01-01,26,0.0,5
272,601,2013-01-01,26,0.0,7
273,602,2013-01-01,26,0.0,8
274,604,2013-01-01,26,0.0,10
275,605,2013-01-01,26,0.0,11
276,606,2013-01-01,26,0.0,12
277,609,2013-01-01,26,0.0,15
278,610,2013-01-01,26,0.0,16
279,614,2013-01-01,26,0.0,20
280,616,2013-01-01,26,0.0,22
281,618,2013-01-01,26,0.0,24
282,621,2013-01-01,26,0.0,27
283,623,2013-01-01,26,0.0,29
284,626,2013-01-01,26,0.0,32
285,630,2013-01-01,27,0.0,3
286,632,2013-01-01,27,0.0,5
287,634,2013-01-01,27,0.0,7
288,635,2013-01-01,27,0.0,8
289,637,2013-01-01,27,0.0,10
290,638,2013-01-01,27,0.0,11
291,639,2013-01-01,27,0.0,12
292,642,2013-01-01,27,0.0,15
293,643,2013-01-01,27,0.0,16
294,647,2013-01-01,27,0.0,20
295,649,2013-01-01,27,0.0,22
296,651,2013-01-01,27,0.0,24
297,654,2013-01-01,27,0.0,27
298,656,2013-01-01,27,0.0,29
299,659,2013-01-01,27,0.0,32
300,663,2013-01-01,28,0.0,3
301,665,2013-01-01,28,0.0,5
302,667,2013-01-01,28,0.0,7
303,668,2013-01-01,28,0.0,8
304,670,2013-01-01,28,0.0,10
305,671,2013-01-01,28,0.0,11
306,672,2013-01-01,28,0.0,12
307,675,2013-01-01,28,0.0,15
308,676,2013-01-01,28,0.0,16
309,680,2013-01-01,28,0.0,20
310,682,2013-01-01,28,0.0,22
311,684,2013-01-01,28,0.0,24
312,687,2013-01-01,28,0.0,27
313,689,2013-01-01,28,0.0,29
314,692,2013-01-01,28,0.0,32
315,696,2013-01-01,29,0.0,3
316,698,2013-01-01,29,0.0,5
317,700,2013-01-01,29,0.0,7
318,701,2013-01-01,29,0.0,8
319,703,2013-01-01,29,0.0,10
320,704,2013-01-01,29,0.0,11
321,705,2013-01-01,29,0.0,12
322,708,2013-01-01,29,0.0,15
323,709,2013-01-01,29,0.0,16
324,713,2013-01-01,29,0.0,20
325,715,2013-01-01,29,0.0,22
326,717,2013-01-01,29,0.0,24
327,720,2013-01-01,29,0.0,27
328,722,2013-01-01,29,0.0,29
329,725,2013-01-01,29,0.0,32
330,729,2013-01-01,3,0.0,3
331,731,2013-01-01,3,0.0,5
332,733,2013-01-01,3,0.0,7
333,734,2013-01-01,3,0.0,8
334,736,2013-01-01,3,0.0,10
335,737,2013-01-01,3,0.0,11
336,738,2013-01-01,3,0.0,12
337,741,2013-01-01,3,0.0,15
338,742,2013-01-01,3,0.0,16
339,746,2013-01-01,3,0.0,20
340,748,2013-01-01,3,0.0,22
341,750,2013-01-01,3,0.0,24
342,753,2013-01-01,3,0.0,27
343,755,2013-01-01,3,0.0,29
344,758,2013-01-01,3,0.0,32
345,762,2013-01-01,30,0.0,3
346,764,2013-01-01,30,0.0,5
347,766,2013-01-01,30,0.0,7
348,767,2013-01-01,30,0.0,8
349,769,2013-01-01,30,0.0,10
350,770,2013-01-01,30,0.0,11
351,771,2013-01-01,30,0.0,12
352,774,2013-01-01,30,0.0,15
353,775,2013-01-01,30,0.0,16
354,779,2013-01-01,30,0.0,20
355,781,2013-01-01,30,0.0,22
356,783,2013-01-01,30,0.0,24
357,786,2013-01-01,30,0.0,27
358,788,2013-01-01,30,0.0,29
359,791,2013-01-01,30,0.0,32
360,795,2013-01-01,31,0.0,3
361,797,2013-01-01,31,0.0,5
362,799,2013-01-01,31,0.0,7
363,800,2013-01-01,31,0.0,8
364,802,2013-01-01,31,0.0,10
365,803,2013-01-01,31,0.0,11
366,804,2013-01-01,31,0.0,12
367,807,2013-01-01,31,0.0,15
368,808,2013-01-01,31,0.0,16
369,812,2013-01-01,31,0.0,20
370,814,2013-01-01,31,0.0,22
371,816,2013-01-01,31,0.0,24
372,819,2013-01-01,31,0.0,27
373,821,2013-01-01,31,0.0,29
374,824,2013-01-01,31,0.0,32
375,828,2013-01-01,32,0.0,3
376,830,2013-01-01,32,0.0,5
377,832,2013-01-01,32,0.0,7
378,833,2013-01-01,32,0.0,8
379,835,2013-01-01,32,0.0,10
380,836,2013-01-01,32,0.0,11
381,837,2013-01-01,32,0.0,12
382,840,2013-01-01,32,0.0,15
383,841,2013-01-01,32,0.0,16
384,845,2013-01-01,32,0.0,20
385,847,2013-01-01,32,0.0,22
386,849,2013-01-01,32,0.0,24
387,852,2013-01-01,32,0.0,27
388,854,2013-01-01,32,0.0,29
389,857,2013-01-01,32,0.0,32
390,861,2013-01-01,33,0.0,3
391,863,2013-01-01,33,0.0,5
392,865,2013-01-01,33,0.0,7
393,866,2013-01-01,33,0.0,8
394,868,2013-01-01,33,0.0,10
395,869,2013-01-01,33,0.0,11
396,870,2013-01-01,33,0.0,12
397,873,2013-01-01,33,0.0,15
398,874,2013-01-01,33,0.0,16
399,878,2013-01-01,33,0.0,20
400,880,2013-01-01,33,0.0,22
401,882,2013-01-01,33,0.0,24
402,885,2013-01-01,33,0.0,27
403,887,2013-01-01,33,0.0,29
404,890,2013-01-01,33,0.0,32
405,894,2013-01-01,34,0.0,3
406,896,2013-01-01,34,0.0,5
407,898,2013-01-01,34,0.0,7
408,899,2013-01-01,34,0.0,8
409,901,2013-01-01,34,0.0,10
410,902,2013-01-01,34,0.0,11
411,903,2013-01-01,34,0.0,12
412,906,2013-01-01,34,0.0,15
413,907,2013-01-01,34,0.0,16
414,911,2013-01-01,34,0.0,20
415,913,2013-01-01,34,0.0,22
416,915,2013-01-01,34,0.0,24
417,918,2013-01-01,34,0.0,27
418,920,2013-01-01,34,0.0,29
419,923,2013-01-01,34,0.0,32
420,927,2013-01-01,35,0.0,3
421,929,2013-01-01,35,0.0,5
422,931,2013-01-01,35,0.0,7
423,932,2013-01-01,35,0.0,8
424,934,2013-01-01,35,0.0,10
425,935,2013-01-01,35,0.0,11
426,936,2013-01-01,35,0.0,12
427,939,2013-01-01,35,0.0,15
428,940,2013-01-01,35,0.0,16
429,944,2013-01-01,35,0.0,20
430,946,2013-01-01,35,0.0,22
431,948,2013-01-01,35,0.0,24
432,951,2013-01-01,35,0.0,27
433,953,2013-01-01,35,0.0,29
434,956,2013-01-01,35,0.0,32
435,960,2013-01-01,36,0.0,3
436,962,2013-01-01,36,0.0,5
437,964,2013-01-01,36,0.0,7
438,965,2013-01-01,36,0.0,8
439,967,2013-01-01,36,0.0,10
440,968,2013-01-01,36,0.0,11
441,969,2013-01-01,36,0.0,12
442,972,2013-01-01,36,0.0,15
443,973,2013-01-01,36,0.0,16
444,977,2013-01-01,36,0.0,20
445,979,2013-01-01,36,0.0,22
446,981,2013-01-01,36,0.0,24
447,984,2013-01-01,36,0.0,27
448,986,2013-01-01,36,0.0,29
449,989,2013-01-01,36,0.0,32
450,993,2013-01-01,37,0.0,3
451,995,2013-01-01,37,0.0,5
452,997,2013-01-01,37,0.0,7
453,998,2013-01-01,37,0.0,8
454,1000,2013-01-01,37,0.0,10
455,1001,2013-01-01,37,0.0,11
456,1002,2013-01-01,37,0.0,12
457,1005,2013-01-01,37,0.0,15
458,1006,2013-01-01,37,0.0,16
459,1010,2013-01-01,37,0.0,20
460,1012,2013-01-01,37,0.0,22
461,1014,2013-01-01,37,0.0,24
462,1017,2013-01-01,37,0.0,27
463,1019,2013-01-01,37,0.0,29
464,1022,2013-01-01,37,0.0,32
465,1026,2013-01-01,38,0.0,3
466,1028,2013-01-01,38,0.0,5
467,1030,2013-01-01,38,0.0,7
468,1031,2013-01-01,38,0.0,8
469,1033,2013-01-01,38,0.0,10
470,1034,2013-01-01,38,0.0,11
471,1035,2013-01-01,38,0.0,12
472,1038,2013-01-01,38,0.0,15
473,1039,2013-01-01,38,0.0,16
474,1043,2013-01-01,38,0.0,20
475,1045,2013-01-01,38,0.0,22
476,1047,2013-01-01,38,0.0,24
477,1050,2013-01-01,38,0.0,27
478,1052,2013-01-01,38,0.0,29
479,1055,2013-01-01,38,0.0,32
480,1059,2013-01-01,39,0.0,3
481,1061,2013-01-01,39,0.0,5
482,1063,2013-01-01,39,0.0,7
483,1064,2013-01-01,39,0.0,8
484,1066,2013-01-01,39,0.0,10
485,1067,2013-01-01,39,0.0,11
486,1068,2013-01-01,39,0.0,12
487,1071,2013-01-01,39,0.0,15
488,1072,2013-01-01,39,0.0,16
489,1076,2013-01-01,39,0.0,20
490,1078,2013-01-01,39,0.0,22
491,1080,2013-01-01,39,0.0,24
492,1083,2013-01-01,39,0.0,27
493,1085,2013-01-01,39,0.0,29
494,1088,2013-01-01,39,0.0,32
495,1092,2013-01-01,4,0.0,3
496,1094,2013-01-01,4,0.0,5
497,1096,2013-01-01,4,0.0,7
498,1097,2013-01-01,4,0.0,8
499,1099,2013-01-01,4,0.0,10
500,1100,2013-01-01,4,0.0,11
501,1101,2013-01-01,4,0.0,12
502,1104,2013-01-01,4,0.0,15
503,1105,2013-01-01,4,0.0,16
504,1109,2013-01-01,4,0.0,20
505,1111,2013-01-01,4,0.0,22
506,1113,2013-01-01,4,0.0,24
507,1116,2013-01-01,4,0.0,27
508,1118,2013-01-01,4,0.0,29
509,1121,2013-01-01,4,0.0,32
510,1125,2013-01-01,40,0.0,3
511,1127,2013-01-01,40,0.0,5
512,1129,2013-01-01,40,0.0,7
513,1130,2013-01-01,40,0.0,8
514,1132,2013-01-01,40,0.0,10
515,1133,2013-01-01,40,0.0,11
516,1134,2013-01-01,40,0.0,12
517,1137,2013-01-01,40,0.0,15
518,1138,2013-01-01,40,0.0,16
519,1142,2013-01-01,40,0.0,20
520,1144,2013-01-01,40,0.0,22
521,1146,2013-01-01,40,0.0,24
522,1149,2013-01-01,40,0.0,27
523,1151,2013-01-01,40,0.0,29
524,1154,2013-01-01,40,0.0,32
525,1158,2013-01-01,41,0.0,3
526,1160,2013-01-01,41,0.0,5
527,1162,2013-01-01,41,0.0,7
528,1163,2013-01-01,41,0.0,8
529,1165,2013-01-01,41,0.0,10
530,1166,2013-01-01,41,0.0,11
531,1167,2013-01-01,41,0.0,12
532,1170,2013-01-01,41,0.0,15
533,1171,2013-01-01,41,0.0,16
534,1175,2013-01-01,41,0.0,20
535,1177,2013-01-01,41,0.0,22
536,1179,2013-01-01,41,0.0,24
537,1182,2013-01-01,41,0.0,27
538,1184,2013-01-01,41,0.0,29
539,1187,2013-01-01,41,0.0,32
540,1191,2013-01-01,42,0.0,3
541,1193,2013-01-01,42,0.0,5
542,1195,2013-01-01,42,0.0,7
543,1196,2013-01-01,42,0.0,8
544,1198,2013-01-01,42,0.0,10
545,1199,2013-01-01,42,0.0,11
546,1200,2013-01-01,42,0.0,12
547,1203,2013-01-01,42,0.0,15
548,1204,2013-01-01,42,0.0,16
549,1208,2013-01-01,42,0.0,20
550,1210,2013-01-01,42,0.0,22
551,1212,2013-01-01,42,0.0,24
552,1215,2013-01-01,42,0.0,27
553,1217,2013-01-01,42,0.0,29
554,1220,2013-01-01,42,0.0,32
555,1224,2013-01-01,43,0.0,3
556,1226,2013-01-01,43,0.0,5
557,1228,2013-01-01,43,0.0,7
558,1229,2013-01-01,43,0.0,8
559,1231,2013-01-01,43,0.0,10
560,1232,2013-01-01,43,0.0,11
561,1233,2013-01-01,43,0.0,12
562,1236,2013-01-01,43,0.0,15
563,1237,2013-01-01,43,0.0,16
564,1241,2013-01-01,43,0.0,20
565,1243,2013-01-01,43,0.0,22
566,1245,2013-01-01,43,0.0,24
567,1248,2013-01-01,43,0.0,27
568,1250,2013-01-01,43,0.0,29
569,1253,2013-01-01,43,0.0,32
570,1257,2013-01-01,44,0.0,3
571,1259,2013-01-01,44,0.0,5
572,1261,2013-01-01,44,0.0,7
573,1262,2013-01-01,44,0.0,8
574,1264,2013-01-01,44,0.0,10
575,1265,2013-01-01,44,0.0,11
576,1266,2013-01-01,44,0.0,12
577,1269,2013-01-01,44,0.0,15
578,1270,2013-01-01,44,0.0,16
579,1274,2013-01-01,44,0.0,20
580,1276,2013-01-01,44,0.0,22
581,1278,2013-01-01,44,0.0,24
582,1281,2013-01-01,44,0.0,27
583,1283,2013-01-01,44,0.0,29
584,1286,2013-01-01,44,0.0,32
585,1290,2013-01-01,45,0.0,3
586,1292,2013-01-01,45,0.0,5
587,1294,2013-01-01,45,0.0,7
588,1295,2013-01-01,45,0.0,8
589,1297,2013-01-01,45,0.0,10
590,1298,2013-01-01,45,0.0,11
591,1299,2013-01-01,45,0.0,12
592,1302,2013-01-01,45,0.0,15
593,1303,2013-01-01,45,0.0,16
594,1307,2013-01-01,45,0.0,20
595,1309,2013-01-01,45,0.0,22
596,1311,2013-01-01,45,0.0,24
597,1314,2013-01-01,45,0.0,27
598,1316,2013-01-01,45,0.0,29
599,1319,2013-01-01,45,0.0,32
600,1323,2013-01-01,46,0.0,3
601,1325,2013-01-01,46,0.0,5
602,1327,2013-01-01,46,0.0,7
603,1328,2013-01-01,46,0.0,8
604,1330,2013-01-01,46,0.0,10
605,1331,2013-01-01,46,0.0,11
606,1332,2013-01-01,46,0.0,12
607,1335,2013-01-01,46,0.0,15
608,1336,2013-01-01,46,0.0,16
609,1340,2013-01-01,46,0.0,20
610,1342,2013-01-01,46,0.0,22
611,1344,2013-01-01,46,0.0,24
612,1347,2013-01-01,46,0.0,27
613,1349,2013-01-01,46,0.0,29
614,1352,2013-01-01,46,0.0,32
615,1356,2013-01-01,47,0.0,3
616,1358,2013-01-01,47,0.0,5
617,1360,2013-01-01,47,0.0,7
618,1361,2013-01-01,47,0.0,8
619,1363,2013-01-01,47,0.0,10
620,1364,2013-01-01,47,0.0,11
621,1365,2013-01-01,47,0.0,12
622,1368,2013-01-01,47,0.0,15
623,1369,2013-01-01,47,0.0,16
624,1373,2013-01-01,47,0.0,20
625,1375,2013-01-01,47,0.0,22
626,1377,2013-01-01,47,0.0,24
627,1380,2013-01-01,47,0.0,27
628,1382,2013-01-01,47,0.0,29
629,1385,2013-01-01,47,0.0,32
630,1389,2013-01-01,48,0.0,3
631,1391,2013-01-01,48,0.0,5
632,1393,2013-01-01,48,0.0,7
633,1394,2013-01-01,48,0.0,8
634,1396,2013-01-01,48,0.0,10
635,1397,2013-01-01,48,0.0,11
636,1398,2013-01-01,48,0.0,12
637,1401,2013-01-01,48,0.0,15
638,1402,2013-01-01,48,0.0,16
639,1406,2013-01-01,48,0.0,20
640,1408,2013-01-01,48,0.0,22
641,1410,2013-01-01,48,0.0,24
642,1413,2013-01-01,48,0.0,27
643,1415,2013-01-01,48,0.0,29
644,1418,2013-01-01,48,0.0,32
645,1422,2013-01-01,49,0.0,3
646,1424,2013-01-01,49,0.0,5
647,1426,2013-01-01,49,0.0,7
648,1427,2013-01-01,49,0.0,8
649,1429,2013-01-01,49,0.0,10
650,1430,2013-01-01,49,0.0,11
651,1431,2013-01-01,49,0.0,12
652,1434,2013-01-01,49,0.0,15
653,1435,2013-01-01,49,0.0,16
654,1439,2013-01-01,49,0.0,20
655,1441,2013-01-01,49,0.0,22
656,1443,2013-01-01,49,0.0,24
657,1446,2013-01-01,49,0.0,27
658,1448,2013-01-01,49,0.0,29
659,1451,2013-01-01,49,0.0,32
660,1455,2013-01-01,5,0.0,3
661,1457,2013-01-01,5,0.0,5
662,1459,2013-01-01,5,0.0,7
663,1460,2013-01-01,5,0.0,8
664,1462,2013-01-01,5,0.0,10
665,1463,2013-01-01,5,0.0,11
666,1464,2013-01-01,5,0.0,12
667,1467,2013-01-01,5,0.0,15
668,1468,2013-01-01,5,0.0,16
669,1472,2013-01-01,5,0.0,20
670,1474,2013-01-01,5,0.0,22
671,1476,2013-01-01,5,0.0,24
672,1479,2013-01-01,5,0.0,27
673,1481,2013-01-01,5,0.0,29
674,1484,2013-01-01,5,0.0,32
675,1488,2013-01-01,50,0.0,3
676,1490,2013-01-01,50,0.0,5
677,1492,2013-01-01,50,0.0,7
678,1493,2013-01-01,50,0.0,8
679,1495,2013-01-01,50,0.0,10
680,1496,2013-01-01,50,0.0,11
681,1497,2013-01-01,50,0.0,12
682,1500,2013-01-01,50,0.0,15
683,1501,2013-01-01,50,0.0,16
684,1505,2013-01-01,50,0.0,20
685,1507,2013-01-01,50,0.0,22
686,1509,2013-01-01,50,0.0,24
687,1512,2013-01-01,50,0.0,27
688,1514,2013-01-01,50,0.0,29
689,1517,2013-01-01,50,0.0,32
690,1521,2013-01-01,51,0.0,3
691,1523,2013-01-01,51,0.0,5
692,1525,2013-01-01,51,0.0,7
693,1526,2013-01-01,51,0.0,8
694,1528,2013-01-01,51,0.0,10
695,1529,2013-01-01,51,0.0,11
696,1530,2013-01-01,51,0.0,12
697,1533,2013-01-01,51,0.0,15
698,1534,2013-01-01,51,0.0,16
699,1538,2013-01-01,51,0.0,20
700,1540,2013-01-01,51,0.0,22
701,1542,2013-01-01,51,0.0,24
702,1545,2013-01-01,51,0.0,27
703,1547,2013-01-01,51,0.0,29
704,1550,2013-01-01,51,0.0,32
705,1554,2013-01-01,52,0.0,3
706,1556,2013-01-01,52,0.0,5
707,1558,2013-01-01,52,0.0,7
708,1559,2013-01-01,52,0.0,8
709,1561,2013-01-01,52,0.0,10
710,1562,2013-01-01,52,0.0,11
711,1563,2013-01-01,52,0.0,12
712,1566,2013-01-01,52,0.0,15
713,1567,2013-01-01,52,0.0,16
714,1571,2013-01-01,52,0.0,20
715,1573,2013-01-01,52,0.0,22
716,1575,2013-01-01,52,0.0,24
717,1578,2013-01-01,52,0.0,27
718,1580,2013-01-01,52,0.0,29
719,1583,2013-01-01,52,0.0,32
